food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Bran Flakes,100g,356 cal,1495 kJ,1 serving (37.5 g),132 cal,553 kJ,1 oz. (28 g),100 cal,419 kJ
Capƒ??n Crunch,100g,404 cal,1697 kJ,1 serving (37.5 g),149 cal,628 kJ,1 oz. (28 g),113 cal,475 kJ
Cheerios,100g,347 cal,1457 kJ,1 serving (37.5 g),128 cal,539 kJ,1 oz. (28 g),97 cal,408 kJ
Chex,100g,387 cal,1625 kJ,1 serving (37.5 g),143 cal,601 kJ,1 oz. (28 g),108 cal,455 kJ
Chocolate Cheerios,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Chocos,100g,380 cal,1596 kJ,1 serving (37.5 g),141 cal,591 kJ,1 oz. (28 g),106 cal,447 kJ
Cinnamon Toast Crunch,100g,433 cal,1819 kJ,1 serving (37.5 g),160 cal,673 kJ,1 oz. (28 g),121 cal,509 kJ
Coco Pops,100g,376 cal,1579 kJ,1 serving (37.5 g),139 cal,584 kJ,1 oz. (28 g),105 cal,442 kJ
Cocoa Krispies,100g,386 cal,1621 kJ,1 serving (37.5 g),143 cal,600 kJ,1 oz. (28 g),108 cal,454 kJ
Cocoa Pebbles,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Cocoa Puffs,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Cookie Crisp,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Corn Flakes,100g,357 cal,1499 kJ,1 serving (37.5 g),132 cal,555 kJ,1 oz. (28 g),100 cal,420 kJ
Corn Pops,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
Count Chocula,100g,407 cal,1709 kJ,1 serving (37.5 g),151 cal,632 kJ,1 oz. (28 g),114 cal,479 kJ
Cracklin Oat Bran,100g,402 cal,1688 kJ,1 serving (37.5 g),149 cal,625 kJ,1 oz. (28 g),113 cal,473 kJ
Cream of Wheat,100g,364 cal,1529 kJ,1 serving (37.5 g),135 cal,566 kJ,1 oz. (28 g),102 cal,428 kJ
Crunchy Nut,100g,600 cal,2520 kJ,1 serving (37.5 g),222 cal,932 kJ,1 oz. (28 g),168 cal,706 kJ
Crunchy Nut Cornflakes,100g,600 cal,2520 kJ,1 serving (37.5 g),222 cal,932 kJ,1 oz. (28 g),168 cal,706 kJ
Fiber One,100g,267 cal,1121 kJ,1 serving (37.5 g),99 cal,415 kJ,1 oz. (28 g),75 cal,314 kJ
Froot Loops,100g,379 cal,1592 kJ,1 serving (37.5 g),140 cal,589 kJ,1 oz. (28 g),106 cal,446 kJ
Frosted Cheerios,100g,393 cal,1651 kJ,1 serving (37.5 g),145 cal,611 kJ,1 oz. (28 g),110 cal,462 kJ
Frosted Flakes,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Frosted Mini-Wheats,100g,353 cal,1483 kJ,1 serving (37.5 g),131 cal,549 kJ,1 oz. (28 g),99 cal,415 kJ
Frosties,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Fruity Pebbles,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Golden Grahams,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Grape-Nuts,100g,362 cal,1520 kJ,1 serving (37.5 g),134 cal,562 kJ,1 oz. (28 g),101 cal,426 kJ
Honey Nut Cheerios,100g,393 cal,1651 kJ,1 serving (37.5 g),145 cal,611 kJ,1 oz. (28 g),110 cal,462 kJ
Honey Smacks,100g,370 cal,1554 kJ,1 serving (37.5 g),137 cal,575 kJ,1 oz. (28 g),104 cal,435 kJ
Honeycomb,100g,397 cal,1667 kJ,1 serving (37.5 g),147 cal,617 kJ,1 oz. (28 g),111 cal,467 kJ
Just Right,100g,391 cal,1642 kJ,1 serving (37.5 g),145 cal,608 kJ,1 oz. (28 g),109 cal,460 kJ
Kashi,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
Kelloggs Corn Flakes,100g,357 cal,1499 kJ,1 serving (37.5 g),132 cal,555 kJ,1 oz. (28 g),100 cal,420 kJ
Kix,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Krave,100g,372 cal,1562 kJ,1 serving (37.5 g),138 cal,578 kJ,1 oz. (28 g),104 cal,437 kJ
Life Cereal,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
Lucky Charms,100g,406 cal,1705 kJ,1 serving (37.5 g),150 cal,631 kJ,1 oz. (28 g),114 cal,477 kJ
Malt-O-Meal,100g,51 cal,214 kJ,1 cup (240 g),122 cal,514 kJ,1 oz. (28 g),14 cal,60 kJ
Mini-Wheats,100g,353 cal,1483 kJ,1 serving (37.5 g),131 cal,549 kJ,1 oz. (28 g),99 cal,415 kJ
Muesli,100g,336 cal,1411 kJ,1 serving (37.5 g),124 cal,522 kJ,1 oz. (28 g),94 cal,395 kJ
Multigrain Cheerios,100g,380 cal,1596 kJ,1 serving (37.5 g),141 cal,591 kJ,1 oz. (28 g),106 cal,447 kJ
Nutri-Grain,100g,351 cal,1474 kJ,1 serving (37.5 g),130 cal,545 kJ,1 oz. (28 g),98 cal,413 kJ
Oatibix,100g,421 cal,1768 kJ,1 biscuit (24 g),101 cal,424 kJ,1 oz. (28 g),118 cal,495 kJ
Oatmeal,100g,375 cal,1575 kJ,1 cup (175 g),656 cal,2756 kJ,1 oz. (28 g),105 cal,441 kJ
Peanut Butter Toast Crunch,100g,431 cal,1810 kJ,1 serving (37.5 g),159 cal,670 kJ,1 oz. (28 g),121 cal,507 kJ
Post Raisin Bran,100g,322 cal,1352 kJ,1 serving (37.5 g),119 cal,500 kJ,1 oz. (28 g),90 cal,379 kJ
Post Shredded Wheat,100g,347 cal,1457 kJ,1 serving (37.5 g),128 cal,539 kJ,1 oz. (28 g),97 cal,408 kJ
Puff,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Puffed Rice,100g,383 cal,1609 kJ,1 serving (37.5 g),142 cal,595 kJ,1 oz. (28 g),107 cal,451 kJ
Puffed Wheat,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Quaker Grits,100g,344 cal,1445 kJ,1 serving (37.5 g),127 cal,535 kJ,1 oz. (28 g),96 cal,405 kJ
Quaker Oatmeal,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
Quaker Oatmeal Squares,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Raisin Bran,100g,322 cal,1352 kJ,1 serving (37.5 g),119 cal,500 kJ,1 oz. (28 g),90 cal,379 kJ
Raisin Bran Crunch,100g,355 cal,1491 kJ,100g,355 cal,1491 kJ,1 serving (37.5 g),131 cal,552 kJ
Raisin Nut Bran,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Ready Brek,100g,359 cal,1508 kJ,1 serving (37.5 g),133 cal,558 kJ,1 oz. (28 g),101 cal,422 kJ
Rice Chex,100g,387 cal,1625 kJ,1 serving (37.5 g),143 cal,601 kJ,1 oz. (28 g),108 cal,455 kJ
Rice Krispies,100g,394 cal,1655 kJ,1 serving (37.5 g),146 cal,612 kJ,1 oz. (28 g),110 cal,463 kJ
Scooters,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Shredded Wheat,100g,340 cal,1428 kJ,1 serving (37.5 g),126 cal,528 kJ,1 oz. (28 g),95 cal,400 kJ
Shreddies,100g,351 cal,1474 kJ,1 serving (37.5 g),130 cal,545 kJ,1 oz. (28 g),98 cal,413 kJ
Smart Start,100g,371 cal,1558 kJ,1 serving (37.5 g),137 cal,576 kJ,1 oz. (28 g),104 cal,436 kJ
Special K,100g,377 cal,1583 kJ,1 serving (37.5 g),139 cal,586 kJ,1 oz. (28 g),106 cal,443 kJ
Special K Chocolatey Delight,100g,388 cal,1630 kJ,1 serving (37.5 g),144 cal,603 kJ,1 oz. (28 g),109 cal,456 kJ
Special K Protein Plus,100g,375 cal,1575 kJ,1 serving (37.5 g),139 cal,583 kJ,1 oz. (28 g),105 cal,441 kJ
Special K Red Berries,100g,345 cal,1449 kJ,1 serving (37.5 g),128 cal,536 kJ,1 oz. (28 g),97 cal,406 kJ
Sugar Puffs,100g,379 cal,1592 kJ,1 serving (37.5 g),140 cal,589 kJ,1 oz. (28 g),106 cal,446 kJ
Toasties,100g,361 cal,1516 kJ,1 serving (37.5 g),134 cal,561 kJ,1 oz. (28 g),101 cal,424 kJ
Trix,100g,400 cal,1680 kJ,1 serving (37.5 g),148 cal,622 kJ,1 oz. (28 g),112 cal,470 kJ
Weet-Bix,100g,353 cal,1483 kJ,1 bix (15 g),53 cal,222 kJ,1 oz. (28 g),99 cal,415 kJ
Weetabix,100g,358 cal,1504 kJ,1 serving (37.5 g),132 cal,556 kJ,1 oz. (28 g),100 cal,421 kJ
Weetos,100g,378 cal,1588 kJ,1 serving (37.5 g),140 cal,588 kJ,1 oz. (28 g),106 cal,445 kJ
Wheaties,100g,367 cal,1541 kJ,1 serving (37.5 g),136 cal,570 kJ,1 oz. (28 g),103 cal,431 kJ
Beef Brain,100g,196 cal,823 kJ,1 piece (351 g),688 cal,2889 kJ,1 oz. (28 g),55 cal,230 kJ
Beef Heart,100g,165 cal,693 kJ,3 oz. (85 g),140 cal,589 kJ,1 oz. (28 g),46 cal,194 kJ
Beef Kidney,100g,158 cal,664 kJ,3 oz. (85 g),134 cal,564 kJ,1 oz. (28 g),44 cal,186 kJ
Beef Liver,100g,191 cal,802 kJ,1 slice (68 g),130 cal,545 kJ,1 oz. (28 g),53 cal,225 kJ
Beef Lung,100g,120 cal,504 kJ,1 piece (303 g),364 cal,1527 kJ,1 oz. (28 g),34 cal,141 kJ
Beef Melt,100g,271 cal,1138 kJ,1 piece (222 g),602 cal,2526 kJ,1 oz. (28 g),76 cal,319 kJ
Beef Tongue,100g,284 cal,1193 kJ,3 oz. (85 g),241 cal,1014 kJ,1 oz. (28 g),80 cal,334 kJ
Calf Brain,100g,136 cal,571 kJ,1 unit (339 g),461 cal,1936 kJ,1 oz. (28 g),38 cal,160 kJ
Calf Liver,100g,192 cal,806 kJ,1 slice (80 g),154 cal,645 kJ,1 oz. (28 g),54 cal,226 kJ
Calf Lung,100g,104 cal,437 kJ,1 unit (300 g),312 cal,1311 kJ,1 oz. (28 g),29 cal,122 kJ
Calf Melt,100g,256 cal,1075 kJ,1 unit (240 g),614 cal,2580 kJ,1 oz. (28 g),72 cal,301 kJ
Chicken Giblets,100g,277 cal,1163 kJ,1 cup (145 g),402 cal,1686 kJ,1 oz. (28 g),78 cal,326 kJ
Chicken Heart,100g,185 cal,777 kJ,1 heart (6.1 g),11 cal,47 kJ,1 oz. (28 g),52 cal,218 kJ
Chicken Liver,100g,172 cal,722 kJ,1 liver (44 g),76 cal,318 kJ,1 oz. (28 g),48 cal,202 kJ
Chicken Stomach,100g,148 cal,622 kJ,1 serving (100 g),148 cal,622 kJ,1 oz. (28 g),41 cal,174 kJ
Chitterlings,100g,233 cal,979 kJ,3 oz. (85 g),198 cal,832 kJ,1 oz. (28 g),65 cal,274 kJ
Duck Liver,100g,136 cal,571 kJ,1 liver (44 g),60 cal,251 kJ,1 oz. (28 g),38 cal,160 kJ
Goose Liver,100g,133 cal,559 kJ,1 liver (94 g),125 cal,525 kJ,1 oz. (28 g),37 cal,157 kJ
Hog Maws,100g,157 cal,659 kJ,3 oz. (85 g),133 cal,560 kJ,1 oz. (28 g),44 cal,185 kJ
Pig Brain,100g,138 cal,580 kJ,3 oz. (85 g),117 cal,493 kJ,1 oz. (28 g),39 cal,162 kJ
Pig Heart,100g,148 cal,622 kJ,1 heart (129 g),191 cal,802 kJ,1 oz. (28 g),41 cal,174 kJ
Pig Kidney,100g,151 cal,634 kJ,3 oz. (85 g),128 cal,539 kJ,1 oz. (28 g),42 cal,178 kJ
Pig Lung,100g,99 cal,416 kJ,1 unit (300 g),297 cal,1248 kJ,1 oz. (28 g),28 cal,116 kJ
Pork Liver,100g,165 cal,693 kJ,3 oz. (85 g),140 cal,589 kJ,1 oz. (28 g),46 cal,194 kJ
Pork Melt,100g,219 cal,920 kJ,1 unit (245 g),537 cal,2254 kJ,1 oz. (28 g),61 cal,258 kJ
Pork Tongue,100g,271 cal,1138 kJ,1 tongue (231 g),626 cal,2629 kJ,1 oz. (28 g),76 cal,319 kJ
Turkey Giblets,100g,173 cal,727 kJ,1 giblets (95 g),164 cal,691 kJ,1 oz. (28 g),48 cal,204 kJ
Turkey Heart,100g,174 cal,731 kJ,1 heart (20 g),35 cal,146 kJ,1 oz. (28 g),49 cal,205 kJ
Turkey Liver,100g,189 cal,794 kJ,1 liver (53 g),100 cal,421 kJ,1 oz. (28 g),53 cal,222 kJ
Turkey Stomach,100g,148 cal,622 kJ,1 serving (100 g),148 cal,622 kJ,1 oz. (28 g),41 cal,174 kJ
Veal Heart,100g,186 cal,781 kJ,1 unit (198 g),368 cal,1546 kJ,1 oz. (28 g),52 cal,219 kJ
Veal Kidney,100g,163 cal,685 kJ,1 unit (184 g),300 cal,1260 kJ,1 oz. (28 g),46 cal,192 kJ
Veal Tongue,100g,202 cal,848 kJ,1 unit (255 g),515 cal,2162 kJ,1 oz. (28 g),57 cal,237 kJ
Almond Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Avocado Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Butter,100g,720 cal,3024 kJ,1 tbsp (15 g),108 cal,454 kJ,1 oz. (28 g),202 cal,847 kJ
Canola Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Coconut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Cod Liver Oil,100ml,1000 cal,4200 kJ,1 tbsp (14 ml),140 cal,588 kJ,1 fl. oz. (30 ml),300 cal,1260 kJ
Corn Oil,100ml,800 cal,3360 kJ,1 tbsp (15 ml),120 cal,504 kJ,1 fl. oz. (30 ml),240 cal,1008 kJ
Cottonseed Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Flaxseed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Ghee,100g,120 cal,504 kJ,1 tbsp (14 g),17 cal,71 kJ,1 oz. (28 g),34 cal,141 kJ
Goose Fat,100g,898 cal,3772 kJ,1 tbsp (13 g),117 cal,490 kJ,1 oz. (28 g),251 cal,1056 kJ
Grape Seed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Hemp Oil,100ml,807 cal,3389 kJ,1 tbsp (15 ml),121 cal,508 kJ,1 fl. oz. (30 ml),242 cal,1017 kJ
Herring Oil,100ml,902 cal,3788 kJ,1 tbsp (14 ml),126 cal,530 kJ,1 fl. oz. (30 ml),271 cal,1136 kJ
I can\ƒ??t believe it\ƒ??s not Butter,100g,357 cal,1499 kJ,1 tbsp (14 g),50 cal,210 kJ,1 oz. (28 g),100 cal,420 kJ
Lard,100g,902 cal,3788 kJ,1 tbsp (13 g),117 cal,492 kJ,1 oz. (28 g),253 cal,1061 kJ
Macadamia Oil,100ml,819 cal,3440 kJ,1 tbsp (14 ml),115 cal,482 kJ,1 fl. oz. (30 ml),246 cal,1032 kJ
Margarine,100g,717 cal,3011 kJ,1 tbsp (14 g),100 cal,422 kJ,1 oz. (28 g),201 cal,843 kJ
Mustard Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Olive Oil,100ml,884 cal,3713 kJ,1 tbsp (15 ml),133 cal,557 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Palm Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Peanut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Real Butter,100g,720 cal,3024 kJ,1 tbsp (15 g),108 cal,454 kJ,1 oz. (28 g),202 cal,847 kJ
Rice Bran Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Safflower Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Sardine Oil,100ml,902 cal,3788 kJ,1 tbsp (14 ml),126 cal,530 kJ,1 fl. oz. (30 ml),271 cal,1136 kJ
Sesame Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Soybean Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Sunflower Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Walnut Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Cannelloni,100g,146 cal,613 kJ,2 oz. (56 g),82 cal,343 kJ,1 oz. (28 g),41 cal,172 kJ
Capellini,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Cappelletti,100g,164 cal,689 kJ,2 oz. (56 g),92 cal,386 kJ,1 oz. (28 g),46 cal,193 kJ
Cellophane Noodles,100g,351 cal,1474 kJ,1 cup (140 g),491 cal,2064 kJ,1 oz. (28 g),98 cal,413 kJ
Cheese Tortellini,100g,291 cal,1222 kJ,1 cup (113 g),329 cal,1381 kJ,1 oz. (28 g),81 cal,342 kJ
Dampfnudel,100g,274 cal,1151 kJ,1 dampfnudel (85 g),233 cal,978 kJ,1 oz. (28 g),77 cal,322 kJ
Dumpling Dough,100g,99 cal,416 kJ,2 oz. (56 g),55 cal,233 kJ,1 oz. (28 g),28 cal,116 kJ
Durum Wheat Semolina,100g,397 cal,1667 kJ,2 oz. (56 g),222 cal,934 kJ,1 oz. (28 g),111 cal,467 kJ
Egg Noodles,100g,384 cal,1613 kJ,1 cup (38 g),146 cal,613 kJ,1 oz. (28 g),108 cal,452 kJ
Farfalle,100g,358 cal,1504 kJ,2 oz. (56 g),200 cal,842 kJ,1 oz. (28 g),100 cal,421 kJ
Fettuccine,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Fusilli,100g,352 cal,1478 kJ,2 oz. (56 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
Glass Noodles,100g,192 cal,806 kJ,2 oz. (56 g),108 cal,451 kJ,1 oz. (28 g),54 cal,226 kJ
Lasagne Sheets,100g,271 cal,1138 kJ,1 sheet (21 g),57 cal,239 kJ,1 oz. (28 g),76 cal,319 kJ
Linguine,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Low Carb Pasta,100g,282 cal,1184 kJ,2 oz. (56 g),158 cal,663 kJ,1 oz. (28 g),79 cal,332 kJ
Macaroni,100g,370 cal,1554 kJ,1 cup (114 g),422 cal,1772 kJ,1 oz. (28 g),104 cal,435 kJ
Manicotti,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Mostaccioli,100g,184 cal,773 kJ,2 oz. (56 g),103 cal,433 kJ,1 oz. (28 g),52 cal,216 kJ
Orecchiette,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Orzo,100g,357 cal,1499 kJ,2 oz. (56 g),200 cal,839 kJ,1 oz. (28 g),100 cal,420 kJ
Penne,100g,351 cal,1474 kJ,2 oz. (56 g),197 cal,825 kJ,1 oz. (28 g),98 cal,413 kJ
Penne Rigate,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Pierogi,100g,200 cal,840 kJ,3 pierogi (100 g),200 cal,840 kJ,1 oz. (28 g),56 cal,235 kJ
Ravioli,100g,77 cal,323 kJ,2 oz. (56 g),43 cal,181 kJ,1 oz. (28 g),22 cal,90 kJ
Rigatoni,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Rotini,100g,353 cal,1483 kJ,2 oz. (56 g),198 cal,830 kJ,1 oz. (28 g),99 cal,415 kJ
Shells,100g,353 cal,1483 kJ,1 cup (85 g),300 cal,1261 kJ,1 oz. (28 g),99 cal,415 kJ
Shirataki Noodles,100g,18 cal,76 kJ,2 oz. (56 g),10 cal,43 kJ,1 oz. (28 g),5 cal,21 kJ
Soy Noodles,100g,216 cal,907 kJ,2 oz. (56 g),121 cal,508 kJ,1 oz. (28 g),60 cal,254 kJ
Spaetzle,100g,368 cal,1546 kJ,2 oz. (56 g),206 cal,866 kJ,1 oz. (28 g),103 cal,433 kJ
Spaghetti,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Spinach Tortellini,100g,314 cal,1319 kJ,1 cup (102 g),320 cal,1345 kJ,1 oz. (28 g),88 cal,369 kJ
Spirelli,100g,367 cal,1541 kJ,2 oz. (56 g),206 cal,863 kJ,1 oz. (28 g),103 cal,431 kJ
Tagliatelle,100g,370 cal,1554 kJ,2 oz. (56 g),207 cal,870 kJ,1 oz. (28 g),104 cal,435 kJ
Tortellini,100g,291 cal,1222 kJ,1 cup (113 g),329 cal,1381 kJ,1 oz. (28 g),81 cal,342 kJ
Vermicelli,100g,368 cal,1546 kJ,2 oz. (56 g),206 cal,866 kJ,1 oz. (28 g),103 cal,433 kJ
Whole Grain Noodles,100g,347 cal,1457 kJ,2 oz. (56 g),194 cal,816 kJ,1 oz. (28 g),97 cal,408 kJ
Whole Grain Spaghetti,100g,351 cal,1474 kJ,2 oz. (56 g),197 cal,825 kJ,1 oz. (28 g),98 cal,413 kJ
Ziti,100g,352 cal,1478 kJ,2 oz. (56 g),197 cal,828 kJ,1 oz. (28 g),99 cal,414 kJ
Apple Pie,100g,237 cal,995 kJ,1 slice (125 g),296 cal,1244 kJ,1 oz. (28 g),66 cal,279 kJ
Apple Turnover,100g,348 cal,1462 kJ,1 turnover (82 g),285 cal,1199 kJ,1 oz. (28 g),97 cal,409 kJ
Bagel,100g,257 cal,1079 kJ,1 bagel (98 g),252 cal,1057 kJ,1 oz. (28 g),72 cal,302 kJ
Baguette,100g,274 cal,1151 kJ,1 slice (60 g),164 cal,691 kJ,1 oz. (28 g),77 cal,322 kJ
Banana Bread,100g,326 cal,1369 kJ,1 oz. (28.4 g),91 cal,383 kJ,1 oz. (28 g),91 cal,383 kJ
Banana Nut Bread,100g,326 cal,1369 kJ,1 piece (57 g),186 cal,780 kJ,1 oz. (28 g),91 cal,383 kJ
Beer Bread,100g,227 cal,953 kJ,1 slice (30 g),68 cal,286 kJ,1 oz. (28 g),64 cal,267 kJ
Biscuit,100g,269 cal,1130 kJ,1 biscuit (58 g),156 cal,655 kJ,1 oz. (28 g),75 cal,316 kJ
Black Bread,100g,250 cal,1050 kJ,1 slice (26 g),65 cal,273 kJ,1 oz. (28 g),70 cal,294 kJ
Bran Muffins,100g,270 cal,1134 kJ,1 muffin (58 g),157 cal,658 kJ,1 oz. (28 g),76 cal,318 kJ
Bread Pudding,100g,153 cal,643 kJ,1 serving (100 g),153 cal,643 kJ,1 oz. (28 g),43 cal,180 kJ
Breadsticks,100g,400 cal,1680 kJ,1 breadstick (5 g),20 cal,84 kJ,1 oz. (28 g),112 cal,470 kJ
Brioche,100g,346 cal,1453 kJ,1 serving (77 g),266 cal,1119 kJ,1 oz. (28 g),97 cal,407 kJ
Brown Bread,100g,246 cal,1033 kJ,1 slice (30 g),74 cal,310 kJ,1 oz. (28 g),69 cal,289 kJ
Brownies,100g,405 cal,1701 kJ,1 square (40 g),162 cal,680 kJ,1 oz. (28 g),113 cal,476 kJ
Bun,100g,316 cal,1327 kJ,1 bun (38 g),120 cal,504 kJ,1 oz. (28 g),88 cal,372 kJ
Cannoli,100g,254 cal,1067 kJ,1 serving (85 g),216 cal,907 kJ,1 oz. (28 g),71 cal,299 kJ
Caramel Cake,100g,385 cal,1617 kJ,1 oz. (28.4 g),108 cal,453 kJ,1 oz. (28 g),108 cal,453 kJ
Challah,100g,283 cal,1189 kJ,1 slice (23 g),65 cal,273 kJ,1 oz. (28 g),79 cal,333 kJ
Chapati,100g,240 cal,1008 kJ,1 piece (50 g),120 cal,504 kJ,1 oz. (28 g),67 cal,282 kJ
Ciabatta,100g,271 cal,1138 kJ,1 slice (20 g),54 cal,228 kJ,1 oz. (28 g),76 cal,319 kJ
Cinnamon Bun,100g,436 cal,1831 kJ,1 bun (65 g),283 cal,1190 kJ,1 oz. (28 g),122 cal,513 kJ
Coffee Cake,100g,418 cal,1756 kJ,1 piece (76 g),318 cal,1335 kJ,1 oz. (28 g),117 cal,492 kJ
Conchas/Mexican Sweet Bread,100g,353 cal,1483 kJ,1 piece (82 g),289 cal,1216 kJ,1 oz. (28 g),99 cal,415 kJ
Cornbread,100g,179 cal,752 kJ,1 oz. (28.4 g),50 cal,211 kJ,1 oz. (28 g),50 cal,211 kJ
Crepes,100g,224 cal,941 kJ,1 crepe (50 g),112 cal,471 kJ,1 oz. (28 g),63 cal,263 kJ
Croissant,100g,406 cal,1705 kJ,1 croissant (57 g),231 cal,972 kJ,1 oz. (28 g),114 cal,477 kJ
Crumpet,100g,178 cal,748 kJ,1 crumpet (55 g),98 cal,411 kJ,1 oz. (28 g),50 cal,209 kJ
Cupcakes,100g,305 cal,1281 kJ,1 cupcake (43 g),131 cal,551 kJ,1 oz. (28 g),85 cal,359 kJ
Donut/Doughnut,100g,421 cal,1768 kJ,1 doughnut (45 g),189 cal,796 kJ,1 oz. (28 g),118 cal,495 kJ
Dosa,100g,209 cal,878 kJ,1 serving (50 g),105 cal,439 kJ,1 oz. (28 g),59 cal,246 kJ
Empanada,100g,335 cal,1407 kJ,1 piece (89 g),298 cal,1252 kJ,1 oz. (28 g),94 cal,394 kJ
English Muffin,100g,227 cal,953 kJ,1 muffin (57 g),129 cal,543 kJ,1 oz. (28 g),64 cal,267 kJ
